ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
KL020400,Shri Puneet Kumar,Indian Administrative Services,Kerala,1993,1967-25-3,1993-09-05,Direct Recruitment,Male,Delhi,Hindi,English Hindi Malayalam Punjabi,False,N.A.,Supremo,M.Phil./Panjab University/Indian Institute of Public Adminsitration,Public Policy,First with Distinction,Managing Director,Junior Scale,Wayanad,Cadre (AIS),Transport,Transport,1995-1-7,1997-1-3
RJ029001,Shri Sandeep Verma,Indian Administrative Services,Rajasthan,1993,1970-12-3,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,Assamese English Garo Hindi,False,N.A.,Supremo,M.Tech.,Radar Engg,First,Assistant Commissioner,Junior Scale,Kokrajar (Assam),Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1994-1-6,1995-1-9
JH044300,Shri Avinash Kumar,Indian Administrative Services,Jharkhand,1993,1969-29-8,1993-09-05,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,M.Tech.,Electrical Engg.,Ordinary,S D O,Junior Scale,Bhojpur,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,1995-1-9,1997-1-7
JH044801,Shri Surendra Singh,Indian Administrative Services,Jharkhand,1993,1964-1-7,1993-09-06,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,B.E./Rajasthan Univ Jaipur/MREC Jaipur now MNIT Jaipur,Metallurgy,First,S D O,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1997-1-7
CG044000,Shri Amit Agrawal,Indian Administrative Services,Chhattisgarh,1993,1970-27-6,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,B.Tech.,Electrical Engg.,First,S D O,Junior Scale,General Administration Deptt./Gwalior,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1996-8-1,1996-15-7
BH044700,Shri Uday Singh Kumawat,Indian Administrative Services,Bihar,1993,1968-29-8,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,Graduate,Computer Sc,First,S D M,Junior Scale,Sub Division/East Champaran,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1997-30-6
BH044500,Shri Sandeep Poundrik,Indian Administrative Services,Bihar,1993,1968-3-10,1993-09-05,Direct Recruitment,Male,Rajasthan,Marathi,English Hindi Marathi,False,N.A.,Supremo,Graduate,Electrical Engg.,First,S D O,Junior Scale,Gaya,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,1995-1-8,1996-1-1
BH044400,Shri Mihir Kumar Singh,Indian Administrative Services,Bihar,1993,1968-5-1,1993-09-05,Direct Recruitment,Male,Bihar,Hindi,English Hindi,False,N.A.,Supremo,P.G.,English,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1997-1-4
AP038220,Shri Anil Kumar Singhal,Indian Administrative Services,Andhra Pradesh,1993,1970-6-11,1993-09-05,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Punjabi Telugu,False,N.A.,Supremo,B.Tech./IIT Kanpur,Electrical Engg.,First,Project Officer,Under Secretary,Tribal Welfare Deptt/West Godavari,Cadre (AIS),Tribal Welfare,Social Justice & Empowerment,1997-9-5,1998-27-7
AP038219,Smt. B Udayalaxmi,Indian Administrative Services,Andhra Pradesh,1993,1961-17-3,1997-09-19,By Promotion from State Civil Service,Female,Andhra Pradesh,Telugu,English Hindi Telugu,False,N.A.,Supremo,M.Phil./Andhra University Vishakhapatnam,Zoology,Grade 'A',Project Dir,Under Secretary,Vizianagaram,Cadre (AIS),Rural Development,Rural Dev,2000-1-6,2001-1-1
AP038218,Shri Y V Anuradha,Indian Administrative Services,Andhra Pradesh,1993,1958-26-7,1997-09-19,By Promotion from State Civil Service,Male,Andhra Pradesh,Telugu,English Hindi,True,Superannuated,Supremo,P.G.,Botany,Ordinary,Project Dir,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1997-1-6,1998-1-12
AP038216,Shri M V Satyanarayana,Indian Administrative Services,Andhra Pradesh,1993,1956-10-7,1997-08-14,By Promotion from State Civil Service,Male,Andhra Pradesh,Telugu,English Telugu,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),Personnel Mgmt,Personnel and General Administration,1997-1-6,1998-1-6
AP038215,Dr. Kishore B,Indian Administrative Services,Andhra Pradesh,1993,1958-25-11,1997-07-28,By Promotion from State Civil Service,Male,Andhra Pradesh,Telugu,English Hindi Telugu,True,Superannuated,Supremo,Ph. D./Sri Krishna Devaraya University AnantaPur,Management,Pass,Project Dir,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1997-1-7,1998-1-7
AP038200,Ms. K Damayanthi,Indian Administrative Services,Andhra Pradesh,1993,1960-18-6,1997-12-18,By Promotion from State Civil Service,Female,Andhra Pradesh,Telugu,English,True,Superannuated,Supremo,B.Tech.,Electrical Engg.,First,Project Officer,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1997-1-5,1998-1-7
AP038100,Shri Gopal Krishna Dwivedi,Indian Administrative Services,Andhra Pradesh,1993,1964-24-10,1993-09-06,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi Telugu,False,N.A.,Supremo,LL.M./Acharya Nagarjuna University Guntur/University College,Constitutional and Administrative Laws,First,Project Officer,Under Secretary,Warangal,Cadre (AIS),Tribal Welfare,Social Justice & Empowerment,1997-1-7,1998-1-7
AP038000,Shri M. T. Krishna Babu,Indian Administrative Services,Andhra Pradesh,1993,1966-15-7,1993-09-06,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Telugu,False,N.A.,Supremo,B.Tech.,Mech.engg.,-,Sub Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1996-1-8,1997-1-7
AM024400,Shri Donald Philips Wahlang,Indian Administrative Services,Assam Meghalya,1993,1965-4-9,1993-09-06,Direct Recruitment,Male,Meghalaya,Khasi,English Hindi Khasi,False,N.A.,Supremo,M.B.A.,Finance,First,Assistant Commissioner,Junior Scale,Karimganj (Assam),Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-7,1995-5-9
AM024300,Shri Kailash Chand Samria,Indian Administrative Services,Assam Meghalya,1993,1969-13-11,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,B.Tech.,Electrical Engg.,First,Assistant Commissioner,Junior Scale,Kamrup,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1994-1-6,1995-18-9
AM024200,Shri Ajay Tewari,Indian Administrative Services,Assam Meghalya,1993,1970-5-8,1993-09-06,Direct Recruitment,Male,Uttar Pradesh,Hindi,Assamese Bengali English Hindi,False,N.A.,Supremo,PG Diploma in Financial Management/Indira Gandhi National Open Univerity (GNOU) New Delhi,Financial Management,Pass,S D O,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-7,1997-1-7
AM024100,Dr. Ravi Kota,Indian Administrative Services,Assam Meghalya,1993,1966-12-4,1993-09-05,Direct Recruitment,Male,Andhra Pradesh,Telugu,Assamese Bengali English Telugu,False,N.A.,Supremo,Ph. D.,Agriculture,Gold Medalist,S D O,Junior Scale,Sivasagar / Sibsagar (Assam),Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-22-9,1996-3-8
CG044725,Shri B S Anant,Indian Administrative Services,Chhattisgarh,1993,1956-11-8,2000-03-14,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Jt Secy,Deputy Secretary,Mineral Resources,Cadre (AIS),Mines,Mines & Minerals,2002-1-1,2002-27-12
HP012300,Shri Kamlesh Kumar Pant,Indian Administrative Services,Himachal Pradesh,1993,1970-4-12,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,B.Tech.,Mech.engg.,First,S D O,Junior Scale,N.A.,Cadre (AIS),Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1997-1-4
HY021417,Shri Suresh Kumar Goyal,Indian Administrative Services,Haryana,1993,1957-12-5,2000-12-12,By Promotion from State Civil Service,Male,Haryana,Hindi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Jt Secy,Junior Scale,Panchkula,Cadre (AIS),Public Works,Public Works,2001-28-2,2004-12-7
HY021402,Ms. Neerja Sekhar,Indian Administrative Services,Haryana,1993,1970-24-9,1993-09-05,Direct Recruitment,Female,Punjab,Punjabi,English Hindi Punjabi,False,N.A.,Supremo,M.A./Panjab University Chandigarh,Political Sc.,Second,Assistant Collector,Junior Scale,Personnel & Trg Deptt/O/o Chief Secy/Ranchi,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1994-1-7,1995-1-5
HY021401,Ms. Sukriti Likhi,Indian Administrative Services,Haryana,1993,1968-4-8,1993-09-05,Direct Recruitment,Female,Chandigarh,Hindi,English Hindi Punjabi,False,N.A.,Supremo,M.P.A./Harvard University/John F Kennedy School of Government,Economics,First,S D O,Junior Scale,Bhiwani,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1996-1-9
HY021301,Shri V Umashankar,Indian Administrative Services,Haryana,1993,1968-1-7,1993-09-05,Direct Recruitment,Male,Maharashtra,Tamil,English French German Hindi Marathi Tamil,False,N.A.,Supremo,PG Diploma/Indian Institute of Management,Public Policy,First,Assistant Commissioner,Junior Scale,Food/Rohtak,Cadre (AIS),"Consumer Affairs, Food & PD","Consumer Affairs, Food & PD",1995-7-9,1995-5-11
HY021200,Ms. Deepti Umashankar,Indian Administrative Services,Haryana,1993,1970-1-8,1993-09-05,Direct Recruitment,Female,Chandigarh,Hindi,English French Hindi Punjabi,False,N.A.,Supremo,M.Phil./Punjab University,Social Sciences,First,S D O,Junior Scale,Faridabad,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-4-10,1997-19-6
MH042311,Shri Mahesh R Zagade,Indian Administrative Services,Maharashtra,1993,1958-7-5,1997-07-10,By Selection,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,P.G.,Plant Pathology,-,Under Secy,Junior Scale,Secretariat,Cadre (AIS),Planning,Planning & Prog Implementation,1991-15-9,1996-26-10
MH042300,Dr. Surendra Kumar Bagde,Indian Administrative Services,Maharashtra,1993,1969-19-3,1993-09-05,Direct Recruitment,Male,Maharashtra,Marathi,English Hindi Marathi,False,N.A.,Supremo,Ph. D./Carnegie Mellon University Pennsylvania,Applied Eco.,-,Assistant Collector,Junior Scale,Gadchiroli,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-8,1996-1-12
MH042200,Ms. Manisha Verma,Indian Administrative Services,Maharashtra,1993,1967-8-8,1993-09-05,Direct Recruitment,Female,Uttar Pradesh,Hindi,English Hindi,False,N.A.,Supremo,LL.B.,Law,First,Project Officer,Under Secretary,N.A.,Cadre (AIS),Welfare,Social Justice & Empowerment,1996-30-11,1997-27-6
MH042100,Shri Jagdish Prasad Gupta,Indian Administrative Services,Maharashtra,1993,1963-23-6,1993-09-05,Direct Recruitment,Male,Rajasthan,Hindi,English Hindi,False,N.A.,Supremo,M.Com./University of Rajasthan,Accountancy,First,Assistant Collector,Junior Scale,Aurangabad,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-30-8,1996-8-12
OR025617,Shri Jagdish Prasad Agrawala,Indian Administrative Services,Odisha,1993,1950-1-5,2004-01-22,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-22-1,2004-9-9
OR025616,Shri Manoranjan Mishra,Indian Administrative Services,Odisha,1993,1950-1-6,2004-01-22,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-22-1,2004-23-2
OR025615,Shri Raj Kishore Jena,Indian Administrative Services,Odisha,1993,1949-25-6,2004-01-22,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Deputy Secretary,Odisha,Cadre (AIS),General Administration,Personnel and General Administration,2005-26-5,2005-7-11
OR025614,Shri Balakrishna Sahoo,Indian Administrative Services,Odisha,1993,1950-6-1,N.A.,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Secretary,Deputy Secretary,Bhubaneswar,Cadre (AIS),Legislative,Law & Justice,2004-2-6,2005-26-5
OR025613,Shri Jyoti Praksh Das,Indian Administrative Services,Odisha,1993,1951-2-8,N.A.,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Collector & D M,Deputy Secretary,Bargarh,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2004-9-9,2005-26-5
OR025612,Shri Pramod Kumar Patnaik,Indian Administrative Services,Odisha,1993,1951-3-3,2004-01-22,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Under Secretary,N.A.,Cadre (AIS),N.A.,N.Applicable,2004-22-1,2005-26-5
OR025611,Shri K C Mohapatra,Indian Administrative Services,Odisha,1993,1950-10-2,2004-01-22,By Promotion from State Civil Service,Male,Odisha,Oriya,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Collector & D M,Deputy Secretary,Khordha / Khurda,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2004-22-1,2006-1-1
NL005212,Shri Paolal Hangsing,Indian Administrative Services,Nagaland,1993,1947-16-12,1999-01-22,By Promotion from State Civil Service,Male,Nagaland,Nagamese,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,On Leave,Under Secretary,N.A.,Cadre (AIS),N.A.,N.Applicable,2000-1-5,2000-3-6
NL005211,Shri H A Hetovi Sema,Indian Administrative Services,Nagaland,1993,1946-1-1,1999-01-22,By Promotion from State Civil Service,Male,Nagaland,Nagamese,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Commissioner,Under Secretary,Kohima,Cadre (AIS),Disabled Welfare,Social Justice & Empowerment,1999-18-12,2002-1-1
MT904000,Shri A Dwijamani,Indian Administrative Services,Manipur-Tripura,1993,1937-1-6,1993-02-25,By Promotion from State Civil Service,Male,Manipur,N.A.,N.A.,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Deputy Secretary,N.A.,Cadre (AIS),Transport,Transport,1993-1-3,1995-1-5
MT015813,Shri Y Surchandra Singh,Indian Administrative Services,Manipur-Tripura,1993,1951-1-3,2001-04-27,By Selection,Male,Manipur,Manipuri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,N.A.,Junior Scale,N.A.,Cadre (AIS),N.A.,N.Applicable,2001-1-4,2002-1-7
MT015812,Shri Arabinda Guha,Indian Administrative Services,Manipur-Tripura,1993,1947-15-2,2000-04-19,By Selection,Male,Manipur,Manipuri,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Under Secretary,Land Records Deptt,Cadre (AIS),Revenue Admn,Land Revenue Mgmt & District Admn,2000-1-5,2002-1-1
BH044414,Shri Narsing Upadhyaya,Indian Administrative Services,Bihar,1993,1950-26-4,N.A.,By Promotion from State Civil Service,Male,Bihar,Hindi,English Hindi,True,Superannuated,Supremo,B.A.,N.A.,Ordinary,Collector & D M,Deputy Secretary,Lakhisarai,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,2005-12-4,2008-22-4
MT015400,Dr. Munnambi V Subba Reddy,Indian Administrative Services,Manipur-Tripura,1993,1966-1-8,1993-09-05,Direct Recruitment,Male,Andhra Pradesh,Telugu,Bengali English Hindi Telugu,True,Deemed Resigned,Supremo,Ph. D.,Genetics,First,S D O,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1995-1-9,1997-1-5
MP044724,Shri Shiv Charan Arya,Indian Administrative Services,Madhya Pradesh,1993,1946-2-6,2000-03-14,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Additional Collector,Under Secretary,Sagar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1999-14-5,2001-31-12
MP044723,Dr.(Ms.) Veena Ghaneker,Indian Administrative Services,Madhya Pradesh,1993,1955-26-9,2000-01-13,By Promotion from State Civil Service,Female,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Ph. D.,Political Sc.,Ordinary,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),Water Resources,Water Resources,2000-13-1,2001-1-4
MP044720,Shri K S Maran,Indian Administrative Services,Madhya Pradesh,1993,1948-16-10,2000-01-13,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,C E O,Under Secretary,Bhopal,Cadre (AIS),Panchayati Raj,Local Self Govt,2000-19-7,2001-31-12
MP044718,Shri Ganesh Prasad Tiwari,Indian Administrative Services,Madhya Pradesh,1993,1949-24-6,2000-01-13,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Director,Under Secretary,D/o Home,Cadre (AIS),Home,Home,2001-1-7,2001-31-12
MP044717,Shri Jabbar Dhakwala,Indian Administrative Services,Madhya Pradesh,1993,1953-24-3,2000-01-12,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Expired,Supremo,P.G.,Political Sc.,Gold Medalist,Additional Director,Under Secretary,D/o Women & Child Dev,Cadre (AIS),Womens Dev,Women & Child Dev,2001-1-3,2001-1-10
MP044715,Shri Hiralal Trivedi,Indian Administrative Services,Madhya Pradesh,1993,1953-1-3,2000-01-13,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,History,Ordinary,Deputy Secretary,Under Secretary,General Admin Deptt,Cadre (AIS),General Administration,Personnel and General Administration,1998-25-5,2001-1-7
MP044714,Shri Hari Singh Shekhawat,Indian Administrative Services,Madhya Pradesh,1993,1946-20-10,2000-01-13,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,C E O,Under Secretary,Sehore,Cadre (AIS),Panchayati Raj,Local Self Govt,2000-14-7,2001-31-12
MP044212,Shri A K Bhatt.,Indian Administrative Services,Madhya Pradesh,1993,1954-8-9,1999-10-18,By Selection,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Deputy Secretary,Under Secretary,Dte of Public Grievances,Cadre (AIS),Public Grievances,Personnel and General Administration,2001-1-9,2002-15-7
MH042419,Shri A D Kale,Indian Administrative Services,Maharashtra,1993,1954-1-6,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,LL.B.,Law,Ordinary,C E O,Under Secretary,Gadchiroli,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,2001-3-9,2002-1-1
OR025618,Shri Bibhu Prasad Mishra,Indian Administrative Services,Odisha,1993,1950-6-12,2006-11-17,By Promotion from State Civil Service,Male,Odisha,N.A.,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Additional Secy,Director,Higher Edu Deptt,Cadre (AIS),Higher Education,Human Resource Dev,2007-20-6,2007-18-8
MH042417,Shri S Ratiram Bopate,Indian Administrative Services,Maharashtra,1993,1947-4-5,1999-11-24,By Promotion from State Civil Service,Male,Maharashtra,Marathi,English Hindi,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,C E O,Junior Scale,Nanded,Cadre (AIS),Rural Development,Rural Dev,1999-27-7,2001-3-7
OR025619,Shri Aswini Kumar Das,Indian Administrative Services,Odisha,1993,1949-15-6,2006-11-17,By Promotion from State Civil Service,Male,Odisha,N.A.,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Labour Commissioner,Director,Bhubaneswar,Cadre (AIS),Labour,Labour & Employment,2007-14-3,2007-20-4
OR025621,Shri Dolagovinda Tripathy,Indian Administrative Services,Odisha,1993,1950-23-2,2006-11-17,By Promotion from State Civil Service,Male,Odisha,N.A.,English Hindi,True,Superannuated,Supremo,N.A.,N.A.,N.A.,Additional Secy,Director,Higher Edu Deptt,Cadre (AIS),Higher Education,Human Resource Dev,2007-5-4,2007-4-7
MH042000,Shri Sanjeev Kumar,Indian Administrative Services,Maharashtra,1993,1970-1-10,1993-09-05,Direct Recruitment,Male,Uttar Pradesh,Hindi,English Hindi Marathi,False,N.A.,Supremo,M.B.A./Univ.of Mumbai Mumbai/Jamna Lal Bajaj,Fincl Mgt,First,C E O,Under Secretary,Raigad / Raigarh (MH),Cadre (AIS),Rural Development,Rural Dev,1996-19-12,1999-6-2
MP044719,Shri S B Singh,Indian Administrative Services,Madhya Pradesh,1993,1956-4-12,2000-01-13,By Promotion from State Civil Service,Male,Madhya Pradesh,Hindi,English,True,Superannuated,Supremo,Graduate,N.A.,Ordinary,Deputy Secretary,Under Secretary,State Public Service Commission,Cadre (AIS),Recruitment Bd,Service Commn,2000-1-2,2000-1-6
